"original_path","proposed_path","course_code","course_title","department","program","semester","year","exam_type","confidence"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/Integrated MSc & MA/9th Semester/Ninth Semester First Assessment 2019/18PHY646_I Ass July 2019.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Physical Sciences/Integrated M.Sc./DeptElective/2019/Ass1/18PHY646_Fundamentals_of_Plasma_Physics_Ass1_2019.pdf","18PHY646","Fundamentals of Plasma Physics","Physical Sciences","Integrated M.Sc.","Sem03","2019","Ass1","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/Integrated MSc & MA/9th Semester/Ninth Semester First Assessment 2019/18PHY654_I Ass July 2019.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Physical Sciences/Integrated M.Sc./Core/2019/Ass1/18PHY654_Fabrication_of_Advanced_Solar_cell_Ass1_2019.pdf","18PHY654","Fabrication of Advanced Solar cell","Physical Sciences","Integrated M.Sc.","Sem03","2019","Ass1","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/B.Tech/6th Semester/2023/Sixth Semester - July 2023 Regular/19ELC311_VI Sem Jul 2023.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Computer Science & Engineering/B.Tech/Core/2023/EndSem/19ELC311_Computer_Networks_and_Industrial_Communication_EndSem_2023.pdf","19ELC311","Computer Networks and Industrial Communication","Computer Science & Engineering","B.Tech","Sem06","2023","EndSem","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/Integrated MSc & MA/9th Semester/Ninth Semester First Assessment 2019/18PHY655_I Ass July 2019.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Physical Sciences/Integrated M.Sc./Core/2019/Ass1/18PHY655_Astrophysics_and_Cosmology_Ass1_2019.pdf","18PHY655","Astrophysics and Cosmology","Physical Sciences","Integrated M.Sc.","Sem03","2019","Ass1","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/B.Tech/6th Semester/2024/Sixth Semester Mid-Term 2024/19ECE313_VI Sem Mid-Term_Even 2024.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Electronics & Communication/B.Tech/Core/2024/MidTerm/19ECE313_VLSI_Design_MidTerm_2024.pdf","19ECE313","VLSI Design","Electronics & Communication","B.Tech","Sem06","2024","MidTerm","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/Integrated MSc & MA/1st Semester/2023/22CSC101 _I Sem Mid-Term_Odd 2023.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Computer Science & Engineering/Integrated M.Sc./Core/2023/MidTerm/22CSC101_Problem_Solving_and_Computer_Programming_MidTerm_2023.pdf","22CSC101","Problem Solving and Computer Programming","Computer Science & Engineering","Integrated M.Sc.","Sem01","2023","MidTerm","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/B.Tech/7th Semester/2022/19MEE343_VII Sem Nov,Dec2022.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Mechanical & Aerospace/B.Tech/Core/2022/EndSem/19MEE343_Manufacturing_Planning_and_Control_EndSem_2022.pdf","19MEE343","Manufacturing Planning and Control","Mechanical & Aerospace","B.Tech","Sem07","2022","EndSem","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/Integrated MSc & MA/2nd Semester/Second Semester - Second Assessment 2016/15TAM 111_AssII_Mar2016.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Humanities & Social Sciences/Integrated M.Sc./Core/2016/Ass2/15TAM111_Tamil_Ass2_2016.pdf","15TAM111","Tamil","Humanities & Social Sciences","Integrated M.Sc.","Sem02","2016","Ass2","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/B.Tech/7th Semester/2022/19MEE347_VII Sem Nov,Dec2022.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Mechanical & Aerospace/B.Tech/Core/2022/EndSem/19MEE347_Total_Quality_Management_EndSem_2022.pdf","19MEE347","Total Quality Management","Mechanical & Aerospace","B.Tech","Sem07","2022","EndSem","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/Integrated MSc & MA/2nd Semester/Second Semester - Second Assessment 2016/15ELL111_AssII_Mar2016.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Humanities & Social Sciences/Integrated M.Sc./Core/2016/Ass2/15ELL111_History_of_English_Literature_The_Pre-Romantic_to_the_Ass2_2016.pdf","15ELL111","History of English Literature: The Pre-Romantic to the","Humanities & Social Sciences","Integrated M.Sc.","Sem02","2016","Ass2","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/B.Tech/6th Semester/2023/Sixth Semester - First Assessment March 2023/19ECE311 _I Ass Mar 2023.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Computer Science & Engineering/B.Tech/Core/2023/Ass1/19ECE311_Computer_Networks_Ass1_2023.pdf","19ECE311","Computer Networks","Computer Science & Engineering","B.Tech","Sem06","2023","Ass1","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/B.Tech/6th Semester/Sixth semester 2013 supply/Sixth semester 2013 supply/EEE332.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Electrical & Electronics/B.Tech/Core/2013/EndSem/EEE332_Electrical_Energy_Systems_–_II_EndSem_2013.pdf","EEE332","Electrical Energy Systems – II","Electrical & Electronics","B.Tech","Sem06","2013","EndSem","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/B.Tech/6th Semester/2025/Sixth Semester 2025 Regular/19AEE342_VI Sem End_Even 2025.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Electrical & Electronics/B.Tech/Core/2025/EndSem/19AEE342_Composite_Materials_and_Mechanics_EndSem_2025.pdf","19AEE342","Composite Materials and Mechanics","Electrical & Electronics","B.Tech","Sem06","2025","EndSem","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/B.Tech/7th Semester/2022/19MEE351_VII Sem Nov,Dec2022.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Mechanical & Aerospace/B.Tech/DeptElective/2022/EndSem/19MEE351_Computational_Fluid_Dynamics_EndSem_2022.pdf","19MEE351","Computational Fluid Dynamics","Mechanical & Aerospace","B.Tech","Sem07","2022","EndSem","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/Integrated MSc & MA/1st Semester/2024/24ENG101_ I Sem End_Odd 2024.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Humanities & Social Sciences/Integrated M.Sc./Core/2024/EndSem/24ENG101_English_I_EndSem_2024.pdf","24ENG101","English I","Humanities & Social Sciences","Integrated M.Sc.","Sem01","2024","EndSem","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/Integrated MSc & MA/1st Semester/First Semester - First Assessment 2015/15ENG101_AssI_Sep2015.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Humanities & Social Sciences/Integrated M.Sc./Core/2015/Ass1/15ENG101_Communicative_English_Ass1_2015.pdf","15ENG101","Communicative English","Humanities & Social Sciences","Integrated M.Sc.","Sem01","2015","Ass1","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/Integrated MSc & MA/2nd Semester/Second Semester - Second Assessment 2016/15ELL112_AssII_Mar2016.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Humanities & Social Sciences/Integrated M.Sc./Core/2016/Ass2/15ELL112_AssII_Mar2016_Ass2_2016.pdf","15ELL112","AssII_Mar2016","Humanities & Social Sciences","Integrated M.Sc.","Sem02","2016","Ass2","low"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/Integrated MSc & MA/2nd Semester/Second Semester - Second Assessment 2016/15ELL114_AssII_Mar2016.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Humanities & Social Sciences/Integrated M.Sc./Core/2016/Ass2/15ELL114_Indian_Writing_in_English_Fiction_Ass2_2016.pdf","15ELL114","Indian Writing in English: Fiction","Humanities & Social Sciences","Integrated M.Sc.","Sem02","2016","Ass2","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/Integrated MSc & MA/2nd Semester/Second Semester - Second Assessment 2016/15ELL113_AssII_Mar2016.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Humanities & Social Sciences/Integrated M.Sc./Core/2016/Ass2/12ELL113_English_Prose_The_Late_Victorian_to_the_Modern_Ass2_2016.pdf","12ELL113","English Prose: The Late Victorian to the Modern","Humanities & Social Sciences","Integrated M.Sc.","Sem02","2016","Ass2","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/Integrated MSc & MA/2nd Semester/Second Semester - Second Assessment 2016/15CHY111_AssII_Mar2016.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Chemical Sciences/Integrated M.Sc./Core/2016/Ass2/15CHY111_General_Chemistry_II_Ass2_2016.pdf","15CHY111","General Chemistry II","Chemical Sciences","Integrated M.Sc.","Sem02","2016","Ass2","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/Integrated MSc & MA/2nd Semester/Second Semester - Second Assessment 2016/15CHY112_AssII_Mar2016.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Chemical Sciences/Integrated M.Sc./Core/2016/Ass2/15CHY112_Chemistry_II_Ass2_2016.pdf","15CHY112","Chemistry II","Chemical Sciences","Integrated M.Sc.","Sem02","2016","Ass2","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/Integrated MSc & MA/2nd Semester/Second Semester - Second Assessment 2016/15COM101_AssII_Mar2016.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Media & Communication/Integrated M.Sc./Core/2016/Ass1/15COM101_Accountancy_Ass1_2016.pdf","15COM101","Accountancy","Media & Communication","Integrated M.Sc.","Sem02","2016","Ass1","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/Integrated MSc & MA/2nd Semester/Second Semester - Second Assessment 2016/15MAT114_AssII_Mar2016.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Mathematics & Statistics/Integrated M.Sc./Core/2016/Ass2/15MAT114_Ordinary_Differential_Equations_and_Vector_Calculus_Ass2_2016.pdf","15MAT114","Ordinary Differential Equations and Vector Calculus","Mathematics & Statistics","Integrated M.Sc.","Sem02","2016","Ass2","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/Integrated MSc & MA/2nd Semester/Second Semester - Second Assessment 2016/15MAT116 _AssII_Mar2016.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Mathematics & Statistics/Integrated M.Sc./Core/2016/Ass2/15MAT116_Matrices_and_Vector_Calculus_Ass2_2016.pdf","15MAT116","Matrices and Vector Calculus","Mathematics & Statistics","Integrated M.Sc.","Sem02","2016","Ass2","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/Integrated MSc & MA/1st Semester/First Semester- Third  Missed Assessment 2019/18HIN101_III Ass Nov 2019.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/General & Interdisciplinary/Integrated M.Sc./Core/2019/Ass3/18HIN101_Hindi_I_Ass3_2019.pdf","18HIN101","Hindi I","General & Interdisciplinary","Integrated M.Sc.","Sem01","2019","Ass3","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/B.Tech/7th Semester/2022/19MEE358_VII Sem Nov,Dec2022.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Mechanical & Aerospace/B.Tech/DeptElective/2022/EndSem/19MEE358_IC_Engines_and_Emission_EndSem_2022.pdf","19MEE358","IC Engines and Emission","Mechanical & Aerospace","B.Tech","Sem07","2022","EndSem","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/Integrated MSc & MA/2nd Semester/Second Semester - Second Assessment 2016/15MAT117_AssII_Mar2016.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Mathematics & Statistics/Integrated M.Sc./Core/2016/Ass2/15MAT117_Integral_Calculus_Ass2_2016.pdf","15MAT117","Integral Calculus","Mathematics & Statistics","Integrated M.Sc.","Sem02","2016","Ass2","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/Integrated MSc & MA/2nd Semester/Second Semester - Second Assessment 2016/15PHY111 _AssII_Mar2016.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Physical Sciences/Integrated M.Sc./Core/2016/Ass2/15PHY111_Basics_of_Electricity_and_Magnetism_Ass2_2016.pdf","15PHY111","Basics of Electricity and Magnetism","Physical Sciences","Integrated M.Sc.","Sem02","2016","Ass2","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/Integrated MSc & MA/1st Semester/2024/24PHY103_ I Sem Mid-Term_Odd 2024.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Physical Sciences/Integrated M.Sc./Core/2024/MidTerm/24PHY103_22PHY101_Physics_MidTerm_2024.pdf","24PHY103","/22PHY101 Physics","Physical Sciences","Integrated M.Sc.","Sem01","2024","MidTerm","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/Integrated MSc & MA/1st Semester/2025/22PHY104 _I Sem Mid Term_Odd 2025.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Physical Sciences/Integrated M.Sc./Core/2025/MidTerm/25PHY104_Engineering_Physics_C_MidTerm_2025.pdf","25PHY104","Engineering Physics C","Physical Sciences","Integrated M.Sc.","Sem01","2025","MidTerm","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/B.Tech/6th Semester/Sixth semester 2013 supply/Sixth semester 2013 supply/EEE342.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Electrical & Electronics/B.Tech/Core/2013/EndSem/EEE342_Control_Engineering_EndSem_2013.pdf","EEE342","Control Engineering","Electrical & Electronics","B.Tech","Sem06","2013","EndSem","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/B.Tech/6th Semester/2023/Sixth Semester - First Assessment March 2023/19ECE312_I Ass Mar 2023.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Electronics & Communication/B.Tech/Core/2023/Ass1/19ECE312_Information_Theory_and_Coding_Ass1_2023.pdf","19ECE312","Information Theory and Coding","Electronics & Communication","B.Tech","Sem06","2023","Ass1","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/B.Tech/6th Semester/Sixth semester 2013 supply/Sixth semester 2013 supply/EEE351.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Electrical & Electronics/B.Tech/DeptElective/2013/EndSem/EEE351_Design_of_Electrical_Apparatus_EndSem_2013.pdf","EEE351","Design of Electrical Apparatus","Electrical & Electronics","B.Tech","Sem06","2013","EndSem","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/B.Tech/6th Semester/2023/Sixth Semester - July 2023 Regular/19CHE431_VI Sem Jul 2023.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Chemical Engineering/B.Tech/Core/2023/EndSem/19CHE431_Environmental_Engineering_for_Process_Industries_EndSem_2023.pdf","19CHE431","Environmental Engineering for Process Industries","Chemical Engineering","B.Tech","Sem06","2023","EndSem","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/Integrated MSc & MA/2nd Semester/Second Semester - Second Assessment 2016/15PHY112_AssII_Mar2016.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/General & Interdisciplinary/Integrated M.Sc./Core/2016/Ass2/is 200_kVm._Find_the_surface_charge_Ass2_2016.pdf","is 200","kV/m. Find the surface charge","General & Interdisciplinary","Integrated M.Sc.","Sem02","2016","Ass2","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/Integrated MSc & MA/1st Semester/2023/22CSC101_I Sem End_Odd 2023.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Computer Science & Engineering/Integrated M.Sc./Core/2023/EndSem/22CSC101_Problem_Solving_and_Computer_Programming_EndSem_2023.pdf","22CSC101","Problem Solving and Computer Programming","Computer Science & Engineering","Integrated M.Sc.","Sem01","2023","EndSem","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/B.Tech/6th Semester/2023/Sixth Semester - July 2023 Regular/19CHE432_VI Sem Jul 2023.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Chemical Engineering/B.Tech/Core/2023/EndSem/19CHE432_Chemical_Process_Modelling_and_Simulation_EndSem_2023.pdf","19CHE432","Chemical Process Modelling and Simulation","Chemical Engineering","B.Tech","Sem06","2023","EndSem","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/B.Tech/6th Semester/Sixth semester 2013 supply/Sixth semester 2013 supply/EEE352.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Electrical & Electronics/B.Tech/DeptElective/2013/EndSem/EEE352_Design_of_Electrical_Systems_EndSem_2013.pdf","EEE352","Design of Electrical Systems","Electrical & Electronics","B.Tech","Sem06","2013","EndSem","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/B.Tech/6th Semester/2023/Sixth Semester - July 2023 Regular/19MAT313_VI Sem Jul 2023.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Mathematics & Statistics/B.Tech/Core/2023/EndSem/19MAT313_Optimization_Techniques_EndSem_2023.pdf","19MAT313","Optimization Techniques","Mathematics & Statistics","B.Tech","Sem06","2023","EndSem","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/Integrated MSc & MA/1st Semester/2025/24CSC101_I Sem Mid Term_Odd 2025.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Computer Science & Engineering/Integrated M.Sc./Core/2025/MidTerm/24CSC101_Problem_Solving_and_Computer_Programming__25CSA104_MidTerm_2025.pdf","24CSC101","Problem Solving and Computer Programming / 25CSA104","Computer Science & Engineering","Integrated M.Sc.","Sem01","2025","MidTerm","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/B.Tech/6th Semester/Sixth semester 2013 supply/Sixth semester 2013 supply/EEE361.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Electrical & Electronics/B.Tech/DeptElective/2013/EndSem/EEE361_Power_Plant_Instrumentation_EndSem_2013.pdf","EEE361","Power Plant Instrumentation","Electrical & Electronics","B.Tech","Sem06","2013","EndSem","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/B.Tech/6th Semester/Sixth semester 2013 supply/Sixth semester 2013 supply/EEE371.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Electrical & Electronics/B.Tech/DeptElective/2013/EndSem/EEE371_Advanced_Microcontrollers_EndSem_2013.pdf","EEE371","Advanced Microcontrollers","Electrical & Electronics","B.Tech","Sem06","2013","EndSem","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/B.Tech/6th Semester/2022/Sixth Semester - Mid Term  March 2022/19ECE363_Mid-Term _March 2022.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Electronics & Communication/B.Tech/DeptElective/2022/MidTerm/19ECE363_Machine_Learning_MidTerm_2022.pdf","19ECE363","Machine Learning","Electronics & Communication","B.Tech","Sem06","2022","MidTerm","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/Integrated MSc & MA/1st Semester/2024/24SAN101_ I Sem Mid-Term_Odd 2024.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/General & Interdisciplinary/Integrated M.Sc./Core/2024/MidTerm/24SAN101_Mid-Term_Odd_2024_MidTerm_2024.pdf","24SAN101","Mid-Term_Odd 2024","General & Interdisciplinary","Integrated M.Sc.","Sem01","2024","MidTerm","low"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/Integrated MSc & MA/1st Semester/First Semester - First Assessment 2015/15MAT101_AssI_Sep2015.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Mathematics & Statistics/Integrated M.Sc./Core/2015/Ass1/15MAT101_Differential_Calculus_Ass1_2015.pdf","15MAT101","Differential Calculus","Mathematics & Statistics","Integrated M.Sc.","Sem01","2015","Ass1","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/Integrated MSc & MA/1st Semester/First Semester - First Assessment 2015/15MAT112_AssI_Sep2015.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Mathematics & Statistics/Integrated M.Sc./Core/2015/Ass1/15MAT112_TRIGONOMETRY_AND_DIFFERENTIAL_EQUATIONS_Ass1_2015.pdf","15MAT112","TRIGONOMETRY AND DIFFERENTIAL EQUATIONS","Mathematics & Statistics","Integrated M.Sc.","Sem01","2015","Ass1","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/Integrated MSc & MA/1st Semester/2024/24ASD501 _ I Sem Mid-Term_Odd 2024.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Computer Science & Engineering/Integrated M.Sc./Core/2024/MidTerm/24ASD501_Data_Structures_and_Algorithms_MidTerm_2024.pdf","24ASD501","Data Structures and Algorithms","Computer Science & Engineering","Integrated M.Sc.","Sem01","2024","MidTerm","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/B.Tech/6th Semester/Sixth semester 2013 supply/Sixth semester 2013 supply/EEE372.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Electrical & Electronics/B.Tech/DeptElective/2013/EndSem/EEE372_Communication_Engineering_EndSem_2013.pdf","EEE372","Communication Engineering","Electrical & Electronics","B.Tech","Sem06","2013","EndSem","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/B.Tech/6th Semester/2023/Sixth Semester - July 2023 Regular/19CHE442_VI Sem Jul 2023.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Chemical Engineering/B.Tech/Core/2023/EndSem/19CHE442_Petroleum_Refining_&_Petrochemicals_Technology_EndSem_2023.pdf","19CHE442","Petroleum Refining & Petrochemicals Technology","Chemical Engineering","B.Tech","Sem06","2023","EndSem","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/B.Tech/6th Semester/2025/Sixth Semester 2025 Regular/19AEE344_VI Sem End_Even 2025.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Electrical & Electronics/B.Tech/Core/2025/EndSem/19AEE344_Hypersonic_Flow_Theory_EndSem_2025.pdf","19AEE344","Hypersonic Flow Theory","Electrical & Electronics","B.Tech","Sem06","2025","EndSem","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/B.Tech/6th Semester/Sixth semester 2013 supply/Sixth semester 2013 supply/EEE373.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Computer Science & Engineering/B.Tech/Core/2013/EndSem/EEE373_Introduction_to_Computer_Networks_EndSem_2013.pdf","EEE373","Introduction to Computer Networks","Computer Science & Engineering","B.Tech","Sem06","2013","EndSem","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/B.Tech/7th Semester/2022/19MEE401_VII Sem Nov,Dec2022.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Mechanical & Aerospace/B.Tech/Core/2022/EndSem/19MEE401_Industrial_Engineering_EndSem_2022.pdf","19MEE401","Industrial Engineering","Mechanical & Aerospace","B.Tech","Sem07","2022","EndSem","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/B.Tech/6th Semester/2023/Sixth Semester - First Assessment March 2023/19ECE313_I Ass Mar 2023.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Electronics & Communication/B.Tech/Core/2023/Ass1/19ECE313_VLSI_Design_Ass1_2023.pdf","19ECE313","VLSI Design","Electronics & Communication","B.Tech","Sem06","2023","Ass1","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/Integrated MSc & MA/1st Semester/First Semester- Third  Missed Assessment 2019/18MAT101_III Ass Nov 2019.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Mathematics & Statistics/Integrated M.Sc./Core/2019/Ass3/18MAT101_Calculus_Ass3_2019.pdf","18MAT101","Calculus","Mathematics & Statistics","Integrated M.Sc.","Sem01","2019","Ass3","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/Integrated MSc & MA/1st Semester/First Semester 2015 Regular/CUL101.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/General & Interdisciplinary/Integrated M.Sc./Core/2015/EndSem/15CUL101_–_Cultural_Education_EndSem_2015.pdf","15CUL101","– Cultural Education","General & Interdisciplinary","Integrated M.Sc.","Sem01","2015","EndSem","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/Integrated MSc & MA/1st Semester/First Semester - First Assessment 2015/15MAT113_AssI_Sep2015.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Mathematics & Statistics/Integrated M.Sc./Core/2015/Ass1/15MAT113_Introduction_to_Calculus_and_Matrix_Theory_Ass1_2015.pdf","15MAT113","Introduction to Calculus and Matrix Theory","Mathematics & Statistics","Integrated M.Sc.","Sem01","2015","Ass1","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/Integrated MSc & MA/1st Semester/First Semester 2015 Regular/15CHY101.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Chemical Sciences/Integrated M.Sc./Core/2015/EndSem/15CHY101_&_General_Chemistry-_I_EndSem_2015.pdf","15CHY101","& General Chemistry- I","Chemical Sciences","Integrated M.Sc.","Sem01","2015","EndSem","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/B.Tech/7th Semester/2022/19MEE434_VII Sem Nov,Dec2022.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Mechanical & Aerospace/B.Tech/Core/2022/EndSem/19MEE434_Industrial_Robotics_EndSem_2022.pdf","19MEE434","Industrial Robotics","Mechanical & Aerospace","B.Tech","Sem07","2022","EndSem","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/Integrated MSc & MA/1st Semester/First Semester 2015 Regular/15CHY111.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Chemical Sciences/Integrated M.Sc./Core/2015/EndSem/15CHY111_CHEMISTRY_EndSem_2015.pdf","15CHY111","CHEMISTRY","Chemical Sciences","Integrated M.Sc.","Sem01","2015","EndSem","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/Integrated MSc & MA/1st Semester/First Semester - First Assessment 2015/15PHY101_AssI_Sep2015.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Physical Sciences/Integrated M.Sc./Core/2015/Ass1/15PHY101_Mechanics_and_Properties_of_Matter_Ass1_2015.pdf","15PHY101","Mechanics and Properties of Matter","Physical Sciences","Integrated M.Sc.","Sem01","2015","Ass1","high"
